      No     Day     Mon    Year  Qobs_0000000045  Qsim_0000000045
    3354       6       5    2002      126.8470000       97.3531943
    3355       7       5    2002      116.9580000       88.7794885
    3356       8       5    2002      104.7500000       82.8126121
    3357       9       5    2002       98.2110000       91.2519994
    3358      10       5    2002      131.1920000      106.6568396
    3359      11       5    2002      121.1540000       95.3976823
    3360      12       5    2002      108.7560000       87.9694424
    3361      13       5    2002      110.1060000       83.6599865
    3362      14       5    2002      110.1060000       79.0662594
    3363      15       5    2002      103.4280000       74.9729233
    3364      16       5    2002       93.1030000       70.9759013
    3365      17       5    2002       88.1050000       67.7136064
    3366      18       5    2002       77.2530000       64.9617914
    3367      19       5    2002       76.0810000       74.4558871
    3368      20       5    2002       90.5900000       83.8601679
    3369      21       5    2002       89.3440000       75.6139258
    3370      22       5    2002       83.2150000       71.4118489
    3371      23       5    2002       80.8100000       68.1968007
    3372      24       5    2002       83.2150000       66.9033642
    3373      25       5    2002       78.4320000       79.4053989
    3374      26       5    2002       90.5900000      106.6409971
    3375      27       5    2002      150.7700000      109.4719413
    3376      28       5    2002      138.5770000      109.5307700
    3377      29       5    2002      132.6550000      108.2629241
    3378      30       5    2002      108.7560000       98.0065174
    3379      31       5    2002      102.1130000       88.8943959
    3380       1       6    2002       85.6460000       82.5978918
    3381       2       6    2002       73.7560000       77.3954042
    3382       3       6    2002       71.4580000       72.9491618
    3383       4       6    2002       76.0810000       69.3019655
    3384       5       6    2002       72.6040000       66.7301332
    3385       6       6    2002       77.2530000       95.0776884
    3386       7       6    2002      143.0950000      137.4664691
    3387       8       6    2002      155.4630000      130.2291734
    3388       9       6    2002      128.2880000      112.7373245
    3389      10       6    2002      114.1960000      100.7011636
    3390      11       6    2002      102.1130000       92.5634704
    3391      12       6    2002       94.3700000       86.0842406
    3392      13       6    2002       88.1050000       80.5605428
    3393      14       6    2002       84.4270000       75.8970880
    3394      15       6    2002       72.6040000       72.1457153
    3395      16       6    2002       70.3190000       83.6257540
    3396      17       6    2002      122.5660000       93.0352268
    3397      18       6    2002       94.3700000       79.8389038
    3398      19       6    2002       74.9150000       74.8578724
    3399      20       6    2002       70.3190000       71.4018054
    3400      21       6    2002       68.0610000       68.2856955
    3401      22       6    2002       66.9410000       65.4351502
    3402      23       6    2002       59.2880000       62.8228408
    3403      24       6    2002       58.2200000       79.1575713
    3404      25       6    2002       85.6460000      106.6993836
    3405      26       6    2002       93.1030000       92.0604652
    3406      27       6    2002       83.2150000       79.0732457
    3407      28       6    2002       86.8720000      115.0955316
    3408      29       6    2002      160.2220000      174.2739091
    3409      30       6    2002      126.8470000      147.5474731
    3410       1       7    2002      102.1130000      125.6888844
    3411       2       7    2002       88.1050000      110.8712088
    3412       3       7    2002       80.8100000      101.7891622
    3413       4       7    2002       78.4320000      124.4039173
    3414       5       7    2002      150.7700000      145.7813230
    3415       6       7    2002      116.9580000      126.7535476
    3416       7       7    2002       96.9240000      110.9440943
    3417       8       7    2002       84.4270000       99.2108659
    3418       9       7    2002       74.9150000       90.4346730
